shipment_id,origin_warehouse_id,destination_city,shipment_date,eta,ata,status,distance_km,vehicle_type
SHP01330,WH019,Kolkata,2025-02-04,2025-02-04 18:00:00,2025-02-04 21:00:00,Delayed,585,Truck
SHP01331,WH013,Bangalore,2025-01-07,2025-01-07 10:00:00,2025-01-07 09:00:00,Delivered,407,Truck
SHP01332,WH031,Mumbai,2025-02-03,2025-02-03 12:00:00,2025-02-03 12:00:00,Delayed,702,Van
SHP01333,WH046,Chennai,2025-01-20,2025-01-20 13:00:00,2025-01-20 12:00:00,Delayed,742,Van
SHP01334,WH026,Bangalore,2025-01-20,2025-01-20 12:00:00,2025-01-20 13:00:00,Delayed,374,Van
SHP01335,WH003,Mumbai,2025-03-02,2025-03-02 18:00:00,2025-03-02 21:00:00,In Transit,623,Van
SHP01336,WH005,Bangalore,2025-01-04,2025-01-04 18:00:00,2025-01-04 22:00:00,Delivered,487,Truck
SHP01337,WH013,Bangalore,2025-01-26,2025-01-26 19:00:00,2025-01-26 21:00:00,In Transit,438,Van
SHP01338,WH034,Bangalore,2025-01-29,2025-01-29 11:00:00,2025-01-29 09:00:00,Delayed,634,Van
SHP01339,WH033,Bangalore,2025-02-03,2025-02-03 12:00:00,2025-02-03 11:00:00,In Transit,186,Van
SHP01340,WH049,Kolkata,2025-02-23,2025-02-23 14:00:00,2025-02-23 15:00:00,Delivered,355,Van
SHP01341,WH006,Kolkata,2025-01-05,2025-01-05 18:00:00,2025-01-05 17:00:00,In Transit,131,Truck
SHP01342,WH038,Bangalore,2025-01-10,2025-01-10 10:00:00,2025-01-10 15:00:00,Delayed,580,Van
SHP01343,WH035,Mumbai,2025-01-24,2025-01-24 10:00:00,2025-01-24 09:00:00,Delivered,231,Truck
SHP01344,WH046,Delhi,2025-01-15,2025-01-15 13:00:00,2025-01-15 11:00:00,In Transit,748,Van
SHP01345,WH028,Chennai,2025-02-20,2025-02-20 14:00:00,2025-02-20 15:00:00,In Transit,523,Truck
SHP01346,WH031,Delhi,2025-02-04,2025-02-04 17:00:00,2025-02-04 16:00:00,Delayed,469,Truck
SHP01347,WH027,Bangalore,2025-02-28,2025-02-28 17:00:00,2025-02-28 21:00:00,Delayed,655,Van
SHP01348,WH041,Kolkata,2025-02-04,2025-02-04 11:00:00,2025-02-04 11:00:00,In Transit,205,Truck
SHP01349,WH023,Delhi,2025-02-28,2025-02-28 12:00:00,2025-02-28 14:00:00,In Transit,772,Truck
SHP01350,WH032,Chennai,2025-01-02,2025-01-02 14:00:00,2025-01-02 17:00:00,Delivered,573,Truck
SHP01351,WH032,Mumbai,2025-01-12,2025-01-12 17:00:00,2025-01-12 15:00:00,Delayed,780,Van
SHP01352,WH038,Kolkata,2025-02-01,2025-02-01 19:00:00,2025-02-02 00:00:00,Delivered,752,Truck
SHP01353,WH012,Kolkata,2025-02-02,2025-02-02 20:00:00,2025-02-03 01:00:00,Delayed,434,Van
SHP01354,WH044,Delhi,2025-03-01,2025-03-01 15:00:00,2025-03-01 15:00:00,Delivered,464,Van
SHP01355,WH033,Mumbai,2025-01-01,2025-01-01 18:00:00,2025-01-01 20:00:00,Delayed,217,Truck
SHP01356,WH003,Delhi,2025-02-23,2025-02-23 20:00:00,2025-02-23 19:00:00,In Transit,923,Van
SHP01357,WH006,Delhi,2025-02-26,2025-02-26 13:00:00,2025-02-26 12:00:00,Delivered,156,Van
SHP01358,WH049,Mumbai,2025-01-07,2025-01-07 15:00:00,2025-01-07 13:00:00,In Transit,296,Van
SHP01359,WH036,Chennai,2025-01-12,2025-01-12 13:00:00,2025-01-12 13:00:00,Delivered,207,Van
SHP01360,WH029,Delhi,2025-01-04,2025-01-04 20:00:00,2025-01-04 19:00:00,Delayed,756,Van
SHP01361,WH049,Bangalore,2025-01-18,2025-01-18 20:00:00,2025-01-18 23:00:00,In Transit,346,Truck
SHP01362,WH037,Chennai,2025-01-06,2025-01-06 20:00:00,2025-01-07 01:00:00,Delivered,755,Truck
SHP01363,WH033,Mumbai,2025-01-09,2025-01-09 17:00:00,2025-01-09 21:00:00,Delivered,937,Van
SHP01364,WH042,Mumbai,2025-02-10,2025-02-10 10:00:00,2025-02-10 08:00:00,Delivered,689,Van
SHP01365,WH033,Chennai,2025-01-04,2025-01-04 18:00:00,2025-01-04 19:00:00,Delayed,496,Truck
SHP01366,WH018,Kolkata,2025-02-15,2025-02-15 16:00:00,2025-02-15 21:00:00,In Transit,660,Van
SHP01367,WH038,Bangalore,2025-01-31,2025-01-31 12:00:00,2025-01-31 16:00:00,In Transit,305,Truck
SHP01368,WH044,Mumbai,2025-02-08,2025-02-08 10:00:00,2025-02-08 08:00:00,In Transit,873,Truck
SHP01369,WH048,Bangalore,2025-01-30,2025-01-30 18:00:00,2025-01-30 16:00:00,Delayed,372,Truck
SHP01370,WH022,Kolkata,2025-02-04,2025-02-04 15:00:00,2025-02-04 17:00:00,Delayed,962,Truck
SHP01371,WH029,Chennai,2025-02-15,2025-02-15 19:00:00,2025-02-15 23:00:00,Delivered,829,Van
SHP01372,WH028,Bangalore,2025-02-22,2025-02-22 20:00:00,2025-02-22 18:00:00,In Transit,190,Truck
SHP01373,WH038,Delhi,2025-01-24,2025-01-24 10:00:00,2025-01-24 15:00:00,Delayed,771,Van
SHP01374,WH033,Delhi,2025-01-27,2025-01-27 19:00:00,2025-01-28 00:00:00,In Transit,189,Van
SHP01375,WH038,Kolkata,2025-01-08,2025-01-08 13:00:00,2025-01-08 11:00:00,In Transit,641,Van
SHP01376,WH049,Mumbai,2025-03-01,2025-03-01 17:00:00,2025-03-01 18:00:00,Delivered,624,Truck
SHP01377,WH001,Kolkata,2025-02-04,2025-02-04 18:00:00,2025-02-04 18:00:00,In Transit,593,Van
SHP01378,WH019,Mumbai,2025-01-20,2025-01-20 10:00:00,2025-01-20 10:00:00,Delayed,949,Van
SHP01379,WH012,Delhi,2025-01-16,2025-01-16 17:00:00,2025-01-16 19:00:00,Delivered,684,Van
SHP01380,WH015,Mumbai,2025-02-16,2025-02-16 18:00:00,2025-02-16 18:00:00,In Transit,575,Truck
SHP01381,WH022,Kolkata,2025-01-11,2025-01-11 17:00:00,2025-01-11 20:00:00,Delivered,212,Van
SHP01382,WH022,Kolkata,2025-01-16,2025-01-16 19:00:00,2025-01-16 19:00:00,Delivered,616,Truck
SHP01383,WH036,Delhi,2025-02-16,2025-02-16 17:00:00,2025-02-16 18:00:00,Delivered,371,Truck
SHP01384,WH029,Chennai,2025-02-24,2025-02-24 12:00:00,2025-02-24 12:00:00,Delivered,251,Van
SHP01385,WH013,Mumbai,2025-01-24,2025-01-24 18:00:00,2025-01-24 16:00:00,In Transit,156,Van
SHP01386,WH013,Bangalore,2025-01-22,2025-01-22 11:00:00,2025-01-22 14:00:00,Delivered,752,Van
SHP01387,WH027,Mumbai,2025-02-20,2025-02-20 12:00:00,2025-02-20 12:00:00,Delivered,828,Van
SHP01388,WH005,Delhi,2025-01-03,2025-01-03 14:00:00,2025-01-03 19:00:00,Delivered,142,Truck
SHP01389,WH026,Bangalore,2025-02-01,2025-02-01 10:00:00,2025-02-01 09:00:00,In Transit,953,Van
SHP01390,WH003,Kolkata,2025-01-21,2025-01-21 19:00:00,2025-01-21 20:00:00,Delivered,685,Truck
SHP01391,WH037,Kolkata,2025-02-15,2025-02-15 12:00:00,2025-02-15 13:00:00,Delivered,534,Van
SHP01392,WH037,Bangalore,2025-01-15,2025-01-15 11:00:00,2025-01-15 15:00:00,Delayed,961,Truck
SHP01393,WH019,Bangalore,2025-02-20,2025-02-20 10:00:00,2025-02-20 14:00:00,Delayed,732,Van
SHP01394,WH038,Bangalore,2025-01-13,2025-01-13 13:00:00,2025-01-13 18:00:00,Delivered,975,Truck
SHP01395,WH044,Delhi,2025-02-01,2025-02-01 14:00:00,2025-02-01 17:00:00,In Transit,489,Van
SHP01396,WH042,Kolkata,2025-01-17,2025-01-17 16:00:00,2025-01-17 21:00:00,Delayed,781,Van
SHP01397,WH037,Mumbai,2025-01-11,2025-01-11 14:00:00,2025-01-11 12:00:00,Delivered,950,Van
SHP01398,WH024,Chennai,2025-01-16,2025-01-16 17:00:00,2025-01-16 21:00:00,Delivered,675,Truck
SHP01399,WH016,Delhi,2025-02-09,2025-02-09 16:00:00,2025-02-09 20:00:00,Delayed,918,Van
SHP01400,WH014,Mumbai,2025-01-02,2025-01-02 18:00:00,2025-01-02 16:00:00,Delayed,206,Truck
SHP01401,WH011,Delhi,2025-01-21,2025-01-21 12:00:00,2025-01-21 17:00:00,In Transit,818,Truck
SHP01402,WH004,Mumbai,2025-02-01,2025-02-01 17:00:00,2025-02-01 17:00:00,Delivered,848,Van
SHP01403,WH008,Mumbai,2025-01-08,2025-01-08 18:00:00,2025-01-08 17:00:00,In Transit,343,Truck
SHP01404,WH021,Kolkata,2025-02-03,2025-02-03 12:00:00,2025-02-03 11:00:00,Delayed,974,Truck
SHP01405,WH029,Mumbai,2025-01-21,2025-01-21 17:00:00,2025-01-21 20:00:00,Delayed,555,Truck
SHP01406,WH021,Mumbai,2025-02-27,2025-02-27 15:00:00,2025-02-27 14:00:00,In Transit,169,Van
SHP01407,WH018,Bangalore,2025-01-06,2025-01-06 15:00:00,2025-01-06 14:00:00,Delayed,240,Truck
SHP01408,WH020,Kolkata,2025-01-24,2025-01-24 10:00:00,2025-01-24 14:00:00,Delayed,880,Truck
SHP01409,WH041,Delhi,2025-03-02,2025-03-02 15:00:00,2025-03-02 15:00:00,In Transit,901,Van
SHP01410,WH002,Delhi,2025-02-11,2025-02-11 17:00:00,2025-02-11 20:00:00,Delayed,342,Van
SHP01411,WH020,Chennai,2025-01-15,2025-01-15 11:00:00,2025-01-15 14:00:00,Delayed,602,Truck
SHP01412,WH027,Bangalore,2025-02-22,2025-02-22 12:00:00,2025-02-22 13:00:00,In Transit,799,Van
SHP01413,WH046,Bangalore,2025-02-07,2025-02-07 19:00:00,2025-02-07 20:00:00,Delivered,410,Van
SHP01414,WH028,Chennai,2025-02-01,2025-02-01 20:00:00,2025-02-01 20:00:00,Delivered,430,Truck
SHP01415,WH022,Delhi,2025-02-22,2025-02-22 20:00:00,2025-02-22 18:00:00,In Transit,380,Van
SHP01416,WH021,Kolkata,2025-02-04,2025-02-04 16:00:00,2025-02-04 15:00:00,Delivered,426,Truck
SHP01417,WH012,Mumbai,2025-02-03,2025-02-03 12:00:00,2025-02-03 15:00:00,Delivered,282,Van
SHP01418,WH035,Bangalore,2025-01-08,2025-01-08 14:00:00,2025-01-08 19:00:00,In Transit,195,Van
SHP01419,WH047,Mumbai,2025-02-26,2025-02-26 19:00:00,2025-02-27 00:00:00,In Transit,955,Van
SHP01420,WH011,Kolkata,2025-02-09,2025-02-09 14:00:00,2025-02-09 14:00:00,In Transit,718,Van
SHP01421,WH023,Kolkata,2025-01-31,2025-01-31 18:00:00,2025-01-31 16:00:00,In Transit,342,Truck
SHP01422,WH050,Mumbai,2025-01-26,2025-01-26 14:00:00,2025-01-26 17:00:00,Delayed,757,Truck
SHP01423,WH039,Mumbai,2025-01-25,2025-01-25 16:00:00,2025-01-25 20:00:00,In Transit,652,Truck
SHP01424,WH031,Bangalore,2025-02-15,2025-02-15 20:00:00,2025-02-16 01:00:00,Delayed,845,Truck
SHP01425,WH020,Mumbai,2025-02-27,2025-02-27 16:00:00,2025-02-27 14:00:00,Delayed,364,Truck
SHP01426,WH003,Chennai,2025-02-25,2025-02-25 16:00:00,2025-02-25 18:00:00,Delayed,170,Van
SHP01427,WH028,Bangalore,2025-01-04,2025-01-04 12:00:00,2025-01-04 13:00:00,In Transit,519,Truck
SHP01428,WH042,Bangalore,2025-01-07,2025-01-07 16:00:00,2025-01-07 16:00:00,Delayed,909,Truck
SHP01429,WH004,Bangalore,2025-02-18,2025-02-18 13:00:00,2025-02-18 13:00:00,In Transit,902,Truck
SHP01430,WH013,Mumbai,2025-02-18,2025-02-18 14:00:00,2025-02-18 19:00:00,Delayed,532,Van
SHP01431,WH011,Mumbai,2025-01-21,2025-01-21 11:00:00,2025-01-21 12:00:00,Delayed,260,Truck
SHP01432,WH027,Kolkata,2025-01-26,2025-01-26 15:00:00,2025-01-26 15:00:00,Delivered,218,Van
SHP01433,WH023,Delhi,2025-01-16,2025-01-16 12:00:00,2025-01-16 15:00:00,Delivered,778,Truck
SHP01434,WH046,Chennai,2025-01-26,2025-01-26 15:00:00,2025-01-26 17:00:00,Delayed,131,Truck
SHP01435,WH030,Mumbai,2025-01-31,2025-01-31 14:00:00,2025-01-31 17:00:00,Delivered,344,Van
SHP01436,WH011,Chennai,2025-02-24,2025-02-24 20:00:00,2025-02-24 18:00:00,Delayed,546,Truck
SHP01437,WH035,Kolkata,2025-02-27,2025-02-27 12:00:00,2025-02-27 17:00:00,Delivered,634,Van
SHP01438,WH040,Delhi,2025-01-19,2025-01-19 13:00:00,2025-01-19 17:00:00,Delivered,651,Truck
SHP01439,WH006,Bangalore,2025-01-27,2025-01-27 10:00:00,2025-01-27 10:00:00,Delivered,495,Truck
SHP01440,WH004,Chennai,2025-01-16,2025-01-16 15:00:00,2025-01-16 17:00:00,In Transit,484,Van
SHP01441,WH019,Mumbai,2025-02-19,2025-02-19 14:00:00,2025-02-19 18:00:00,In Transit,829,Van
SHP01442,WH003,Delhi,2025-01-25,2025-01-25 16:00:00,2025-01-25 19:00:00,Delivered,307,Truck
SHP01443,WH044,Chennai,2025-01-13,2025-01-13 10:00:00,2025-01-13 11:00:00,In Transit,857,Truck
SHP01444,WH047,Bangalore,2025-01-26,2025-01-26 10:00:00,2025-01-26 15:00:00,Delivered,272,Truck
SHP01445,WH020,Bangalore,2025-01-13,2025-01-13 12:00:00,2025-01-13 12:00:00,Delivered,392,Van
SHP01446,WH043,Delhi,2025-02-11,2025-02-11 18:00:00,2025-02-11 20:00:00,In Transit,831,Truck
SHP01447,WH041,Bangalore,2025-01-09,2025-01-09 20:00:00,2025-01-09 20:00:00,In Transit,826,Truck
SHP01448,WH049,Delhi,2025-02-05,2025-02-05 10:00:00,2025-02-05 08:00:00,Delayed,142,Truck
SHP01449,WH043,Chennai,2025-01-23,2025-01-23 11:00:00,2025-01-23 12:00:00,Delivered,732,Van
SHP01450,WH007,Kolkata,2025-01-30,2025-01-30 15:00:00,2025-01-30 13:00:00,Delivered,868,Truck
SHP01451,WH015,Bangalore,2025-02-18,2025-02-18 19:00:00,2025-02-18 23:00:00,Delivered,247,Truck
SHP01452,WH049,Chennai,2025-01-22,2025-01-22 14:00:00,2025-01-22 14:00:00,Delayed,372,Van
SHP01453,WH019,Chennai,2025-03-01,2025-03-01 19:00:00,2025-03-01 21:00:00,Delivered,614,Van
SHP01454,WH040,Chennai,2025-02-27,2025-02-27 10:00:00,2025-02-27 11:00:00,Delivered,221,Truck
SHP01455,WH011,Delhi,2025-01-28,2025-01-28 13:00:00,2025-01-28 16:00:00,Delivered,312,Truck
SHP01456,WH002,Bangalore,2025-02-22,2025-02-22 20:00:00,2025-02-22 19:00:00,Delivered,746,Van
SHP01457,WH036,Chennai,2025-01-28,2025-01-28 13:00:00,2025-01-28 13:00:00,Delivered,581,Van
SHP01458,WH048,Bangalore,2025-02-17,2025-02-17 12:00:00,2025-02-17 10:00:00,In Transit,267,Van
SHP01459,WH047,Mumbai,2025-02-23,2025-02-23 19:00:00,2025-02-23 22:00:00,In Transit,321,Truck
SHP01460,WH029,Delhi,2025-03-01,2025-03-01 12:00:00,2025-03-01 10:00:00,In Transit,641,Van
SHP01461,WH032,Bangalore,2025-02-22,2025-02-22 18:00:00,2025-02-22 16:00:00,In Transit,607,Van
SHP01462,WH023,Bangalore,2025-01-25,2025-01-25 11:00:00,2025-01-25 11:00:00,Delayed,531,Truck
SHP01463,WH009,Mumbai,2025-02-17,2025-02-17 18:00:00,2025-02-17 22:00:00,In Transit,684,Truck
SHP01464,WH025,Mumbai,2025-02-08,2025-02-08 20:00:00,2025-02-08 23:00:00,In Transit,680,Van
SHP01465,WH013,Bangalore,2025-01-10,2025-01-10 11:00:00,2025-01-10 10:00:00,Delivered,604,Van
SHP01466,WH002,Chennai,2025-01-04,2025-01-04 11:00:00,2025-01-04 16:00:00,Delayed,474,Van
SHP01467,WH002,Mumbai,2025-02-19,2025-02-19 15:00:00,2025-02-19 14:00:00,In Transit,961,Van
SHP01468,WH040,Kolkata,2025-01-11,2025-01-11 18:00:00,2025-01-11 23:00:00,In Transit,375,Truck
SHP01469,WH027,Bangalore,2025-02-26,2025-02-26 15:00:00,2025-02-26 13:00:00,In Transit,925,Truck
SHP01470,WH028,Chennai,2025-01-12,2025-01-12 18:00:00,2025-01-12 17:00:00,Delivered,806,Van
SHP01471,WH029,Kolkata,2025-02-23,2025-02-23 15:00:00,2025-02-23 16:00:00,Delivered,678,Van
SHP01472,WH025,Bangalore,2025-01-27,2025-01-27 12:00:00,2025-01-27 15:00:00,In Transit,146,Truck
SHP01473,WH029,Bangalore,2025-01-03,2025-01-03 10:00:00,2025-01-03 15:00:00,Delivered,919,Van
SHP01474,WH023,Mumbai,2025-02-24,2025-02-24 12:00:00,2025-02-24 13:00:00,Delivered,117,Truck
SHP01475,WH018,Chennai,2025-02-28,2025-02-28 18:00:00,2025-02-28 19:00:00,Delivered,209,Van
SHP01476,WH039,Chennai,2025-01-17,2025-01-17 16:00:00,2025-01-17 19:00:00,Delivered,784,Truck
SHP01477,WH026,Delhi,2025-01-26,2025-01-26 16:00:00,2025-01-26 15:00:00,Delivered,154,Van
SHP01478,WH012,Delhi,2025-01-09,2025-01-09 18:00:00,2025-01-09 18:00:00,Delayed,299,Van
SHP01479,WH044,Bangalore,2025-01-15,2025-01-15 17:00:00,2025-01-15 22:00:00,In Transit,178,Van
SHP01480,WH007,Mumbai,2025-01-28,2025-01-28 17:00:00,2025-01-28 22:00:00,In Transit,584,Truck
SHP01481,WH008,Chennai,2025-01-06,2025-01-06 20:00:00,2025-01-06 22:00:00,Delayed,260,Van
SHP01482,WH001,Chennai,2025-01-11,2025-01-11 20:00:00,2025-01-12 01:00:00,In Transit,852,Truck
SHP01483,WH005,Delhi,2025-02-18,2025-02-18 13:00:00,2025-02-18 11:00:00,In Transit,870,Truck
SHP01484,WH017,Bangalore,2025-02-15,2025-02-15 18:00:00,2025-02-15 20:00:00,Delivered,398,Van
SHP01485,WH045,Mumbai,2025-01-02,2025-01-02 20:00:00,2025-01-03 01:00:00,Delivered,216,Truck
SHP01486,WH019,Delhi,2025-03-02,2025-03-02 17:00:00,2025-03-02 18:00:00,In Transit,245,Van
SHP01487,WH041,Mumbai,2025-01-28,2025-01-28 12:00:00,2025-01-28 10:00:00,Delivered,300,Truck
SHP01488,WH034,Bangalore,2025-02-03,2025-02-03 10:00:00,2025-02-03 09:00:00,In Transit,716,Van
SHP01489,WH037,Mumbai,2025-02-11,2025-02-11 20:00:00,2025-02-12 01:00:00,Delayed,105,Van
SHP01490,WH035,Kolkata,2025-01-08,2025-01-08 11:00:00,2025-01-08 12:00:00,Delivered,492,Van
SHP01491,WH043,Kolkata,2025-01-01,2025-01-01 19:00:00,2025-01-01 17:00:00,Delayed,881,Van
SHP01492,WH022,Delhi,2025-01-10,2025-01-10 13:00:00,2025-01-10 17:00:00,Delivered,193,Van
SHP01493,WH033,Mumbai,2025-01-07,2025-01-07 20:00:00,2025-01-07 22:00:00,In Transit,824,Van
SHP01494,WH033,Kolkata,2025-02-15,2025-02-15 20:00:00,2025-02-15 19:00:00,Delayed,104,Truck
SHP01495,WH019,Kolkata,2025-02-13,2025-02-13 18:00:00,2025-02-13 23:00:00,Delivered,521,Truck
SHP01496,WH039,Bangalore,2025-03-02,2025-03-02 10:00:00,2025-03-02 08:00:00,Delayed,314,Truck
SHP01497,WH037,Mumbai,2025-02-10,2025-02-10 12:00:00,2025-02-10 16:00:00,Delayed,287,Truck
SHP01498,WH050,Mumbai,2025-02-03,2025-02-03 17:00:00,2025-02-03 15:00:00,Delivered,763,Truck
SHP01499,WH041,Bangalore,2025-02-03,2025-02-03 12:00:00,2025-02-03 16:00:00,Delivered,550,Van
SHP01500,WH034,Bangalore,2025-02-03,2025-02-03 17:00:00,2025-02-03 15:00:00,Delayed,223,Truck
SHP01501,WH049,Mumbai,2025-02-19,2025-02-19 13:00:00,2025-02-19 11:00:00,Delivered,728,Truck
SHP01502,WH024,Delhi,2025-02-15,2025-02-15 17:00:00,2025-02-15 22:00:00,Delivered,730,Truck
SHP01503,WH030,Bangalore,2025-01-22,2025-01-22 20:00:00,2025-01-22 23:00:00,Delivered,946,Van
SHP01504,WH005,Mumbai,2025-03-02,2025-03-02 14:00:00,2025-03-02 15:00:00,In Transit,714,Truck
SHP01505,WH032,Delhi,2025-01-25,2025-01-25 11:00:00,2025-01-25 13:00:00,Delivered,760,Van
SHP01506,WH032,Bangalore,2025-02-16,2025-02-16 11:00:00,2025-02-16 10:00:00,In Transit,941,Truck
SHP01507,WH050,Kolkata,2025-02-01,2025-02-01 20:00:00,2025-02-01 18:00:00,Delayed,477,Truck
SHP01508,WH025,Kolkata,2025-02-22,2025-02-22 11:00:00,2025-02-22 10:00:00,In Transit,302,Van
SHP01509,WH018,Kolkata,2025-03-01,2025-03-01 13:00:00,2025-03-01 16:00:00,Delayed,191,Truck
SHP01510,WH029,Kolkata,2025-01-31,2025-01-31 20:00:00,2025-02-01 00:00:00,Delayed,557,Truck
SHP01511,WH035,Bangalore,2025-01-01,2025-01-01 11:00:00,2025-01-01 11:00:00,Delayed,594,Van
SHP01512,WH040,Delhi,2025-02-08,2025-02-08 15:00:00,2025-02-08 13:00:00,Delayed,230,Truck
SHP01513,WH037,Kolkata,2025-01-15,2025-01-15 12:00:00,2025-01-15 16:00:00,Delivered,872,Van
SHP01514,WH050,Delhi,2025-01-20,2025-01-20 17:00:00,2025-01-20 21:00:00,Delivered,748,Van
SHP01515,WH034,Kolkata,2025-01-08,2025-01-08 17:00:00,2025-01-08 20:00:00,Delayed,551,Truck
SHP01516,WH007,Delhi,2025-02-02,2025-02-02 20:00:00,2025-02-02 22:00:00,Delivered,606,Van
SHP01517,WH044,Mumbai,2025-01-12,2025-01-12 13:00:00,2025-01-12 11:00:00,In Transit,913,Van
SHP01518,WH015,Delhi,2025-01-03,2025-01-03 15:00:00,2025-01-03 17:00:00,In Transit,244,Truck
SHP01519,WH007,Mumbai,2025-01-12,2025-01-12 14:00:00,2025-01-12 15:00:00,In Transit,912,Van
SHP01520,WH037,Bangalore,2025-02-09,2025-02-09 17:00:00,2025-02-09 20:00:00,Delayed,410,Truck
SHP01521,WH005,Bangalore,2025-02-23,2025-02-23 11:00:00,2025-02-23 10:00:00,In Transit,499,Truck
SHP01522,WH046,Kolkata,2025-01-29,2025-01-29 16:00:00,2025-01-29 20:00:00,In Transit,334,Van
SHP01523,WH004,Bangalore,2025-01-10,2025-01-10 14:00:00,2025-01-10 19:00:00,Delivered,213,Van
SHP01524,WH017,Mumbai,2025-01-27,2025-01-27 15:00:00,2025-01-27 17:00:00,Delivered,635,Truck
SHP01525,WH002,Bangalore,2025-02-03,2025-02-03 15:00:00,2025-02-03 20:00:00,Delayed,213,Van
SHP01526,WH046,Delhi,2025-02-12,2025-02-12 11:00:00,2025-02-12 12:00:00,Delayed,789,Van
SHP01527,WH010,Kolkata,2025-02-03,2025-02-03 12:00:00,2025-02-03 17:00:00,Delivered,284,Truck
SHP01528,WH041,Mumbai,2025-01-04,2025-01-04 13:00:00,2025-01-04 18:00:00,Delivered,511,Van
SHP01529,WH029,Kolkata,2025-01-29,2025-01-29 18:00:00,2025-01-29 23:00:00,In Transit,196,Van
SHP01530,WH045,Delhi,2025-02-20,2025-02-20 10:00:00,2025-02-20 11:00:00,Delivered,880,Van
SHP01531,WH014,Mumbai,2025-01-02,2025-01-02 14:00:00,2025-01-02 17:00:00,Delayed,277,Truck
SHP01532,WH020,Kolkata,2025-01-30,2025-01-30 19:00:00,2025-01-30 21:00:00,In Transit,229,Van
SHP01533,WH005,Chennai,2025-02-05,2025-02-05 17:00:00,2025-02-05 19:00:00,Delayed,659,Van
SHP01534,WH002,Mumbai,2025-01-17,2025-01-17 15:00:00,2025-01-17 13:00:00,Delayed,995,Van
SHP01535,WH005,Kolkata,2025-01-18,2025-01-18 15:00:00,2025-01-18 17:00:00,Delayed,362,Van
SHP01536,WH047,Kolkata,2025-02-06,2025-02-06 19:00:00,2025-02-06 21:00:00,In Transit,888,Van
SHP01537,WH031,Mumbai,2025-02-11,2025-02-11 19:00:00,2025-02-11 17:00:00,Delayed,625,Truck
SHP01538,WH025,Kolkata,2025-02-04,2025-02-04 15:00:00,2025-02-04 20:00:00,In Transit,630,Truck
SHP01539,WH008,Mumbai,2025-01-20,2025-01-20 17:00:00,2025-01-20 21:00:00,Delayed,821,Van
SHP01540,WH036,Bangalore,2025-02-09,2025-02-09 20:00:00,2025-02-10 01:00:00,Delivered,225,Van
SHP01541,WH042,Delhi,2025-01-06,2025-01-06 18:00:00,2025-01-06 19:00:00,In Transit,258,Van
SHP01542,WH048,Kolkata,2025-02-13,2025-02-13 20:00:00,2025-02-13 22:00:00,Delayed,532,Truck
SHP01543,WH006,Delhi,2025-01-19,2025-01-19 17:00:00,2025-01-19 19:00:00,In Transit,739,Van
SHP01544,WH005,Mumbai,2025-02-23,2025-02-23 12:00:00,2025-02-23 13:00:00,In Transit,273,Truck
SHP01545,WH012,Kolkata,2025-02-28,2025-02-28 17:00:00,2025-02-28 22:00:00,Delivered,571,Truck
SHP01546,WH025,Bangalore,2025-01-30,2025-01-30 19:00:00,2025-01-31 00:00:00,Delivered,202,Truck
SHP01547,WH023,Bangalore,2025-01-23,2025-01-23 19:00:00,2025-01-23 20:00:00,Delayed,214,Truck
SHP01548,WH049,Chennai,2025-02-06,2025-02-06 19:00:00,2025-02-07 00:00:00,Delivered,955,Truck
SHP01549,WH039,Chennai,2025-01-02,2025-01-02 14:00:00,2025-01-02 16:00:00,In Transit,219,Van
SHP01550,WH031,Kolkata,2025-01-23,2025-01-23 15:00:00,2025-01-23 17:00:00,Delivered,665,Truck
SHP01551,WH010,Delhi,2025-01-29,2025-01-29 19:00:00,2025-01-29 21:00:00,Delivered,113,Van
SHP01552,WH044,Bangalore,2025-02-13,2025-02-13 19:00:00,2025-02-13 21:00:00,In Transit,304,Truck
SHP01553,WH042,Mumbai,2025-01-29,2025-01-29 20:00:00,2025-01-29 21:00:00,In Transit,457,Van
SHP01554,WH003,Mumbai,2025-01-12,2025-01-12 12:00:00,2025-01-12 12:00:00,Delayed,679,Truck
SHP01555,WH040,Bangalore,2025-01-23,2025-01-23 13:00:00,2025-01-23 15:00:00,Delivered,507,Van
SHP01556,WH023,Delhi,2025-02-25,2025-02-25 17:00:00,2025-02-25 17:00:00,Delayed,715,Van
SHP01557,WH021,Bangalore,2025-01-24,2025-01-24 13:00:00,2025-01-24 15:00:00,In Transit,585,Truck
SHP01558,WH048,Chennai,2025-02-17,2025-02-17 18:00:00,2025-02-17 21:00:00,Delivered,148,Van
SHP01559,WH009,Mumbai,2025-01-10,2025-01-10 11:00:00,2025-01-10 09:00:00,Delivered,576,Truck
SHP01560,WH040,Chennai,2025-03-02,2025-03-02 13:00:00,2025-03-02 11:00:00,Delivered,470,Truck
SHP01561,WH014,Bangalore,2025-02-02,2025-02-02 13:00:00,2025-02-02 14:00:00,Delivered,486,Truck
SHP01562,WH032,Mumbai,2025-01-25,2025-01-25 16:00:00,2025-01-25 21:00:00,Delayed,124,Van
SHP01563,WH028,Mumbai,2025-02-20,2025-02-20 16:00:00,2025-02-20 16:00:00,In Transit,689,Van
SHP01564,WH033,Mumbai,2025-02-05,2025-02-05 18:00:00,2025-02-05 21:00:00,Delayed,302,Truck
