shipment_id,shipment_date,warehouse_id,sku_id,delay_hours,delivery_status,source_city,destination_city,route_id,inventory_level,gps_id,latitude,longitude,speed_kmph,timestamp,record_type
null,2025-01-15,WH035,SKU0445,null,null,null,null,null,182,null,null,null,null,null,INVENTORY
null,2025-02-06,WH030,SKU0337,null,null,null,null,null,464,null,null,null,null,null,INVENTORY
null,2025-03-02,WH012,SKU0145,null,null,null,null,null,962,null,null,null,null,null,INVENTORY
null,2025-02-24,WH006,SKU0246,null,null,null,null,null,850,null,null,null,null,null,INVENTORY
null,2025-01-06,WH039,SKU0061,null,null,null,null,null,525,null,null,null,null,null,INVENTORY
null,2025-02-15,WH006,SKU0256,null,null,null,null,null,395,null,null,null,null,null,INVENTORY
null,2025-01-13,WH005,SKU0342,null,null,null,null,null,768,null,null,null,null,null,INVENTORY
null,2025-02-08,WH032,SKU0137,null,null,null,null,null,656,null,null,null,null,null,INVENTORY
null,2025-02-16,WH039,SKU0073,null,null,null,null,null,443,null,null,null,null,null,INVENTORY
null,2025-02-13,WH016,SKU0459,null,null,null,null,null,706,null,null,null,null,null,INVENTORY
null,2025-02-12,WH010,SKU0490,null,null,null,null,null,886,null,null,null,null,null,INVENTORY
null,2025-02-27,WH050,SKU0159,null,null,null,null,null,937,null,null,null,null,null,INVENTORY
null,2025-02-09,WH034,SKU0398,null,null,null,null,null,305,null,null,null,null,null,INVENTORY
null,2025-02-09,WH049,SKU0136,null,null,null,null,null,349,null,null,null,null,null,INVENTORY
null,2025-02-18,WH035,SKU0114,null,null,null,null,null,105,null,null,null,null,null,INVENTORY
null,2025-01-20,WH026,SKU0146,null,null,null,null,null,712,null,null,null,null,null,INVENTORY
null,2025-01-31,WH033,SKU0120,null,null,null,null,null,204,null,null,null,null,null,INVENTORY
null,2025-01-12,WH013,SKU0104,null,null,null,null,null,952,null,null,null,null,null,INVENTORY
null,2025-01-20,WH042,SKU0183,null,null,null,null,null,856,null,null,null,null,null,INVENTORY
null,2025-02-07,WH005,SKU0465,null,null,null,null,null,218,null,null,null,null,null,INVENTORY
null,2025-01-30,WH013,SKU0301,null,null,null,null,null,139,null,null,null,null,null,INVENTORY
null,2025-02-27,WH025,SKU0254,null,null,null,null,null,721,null,null,null,null,null,INVENTORY
null,2025-01-19,WH025,SKU0329,null,null,null,null,null,363,null,null,null,null,null,INVENTORY
null,2025-01-11,WH022,SKU0147,null,null,null,null,null,808,null,null,null,null,null,INVENTORY
null,2025-01-25,WH008,SKU0268,null,null,null,null,null,728,null,null,null,null,null,INVENTORY
null,2025-02-05,WH016,SKU0332,null,null,null,null,null,585,null,null,null,null,null,INVENTORY
null,2025-01-10,WH039,SKU0446,null,null,null,null,null,593,null,null,null,null,null,INVENTORY
null,2025-01-01,WH013,SKU0150,null,null,null,null,null,298,null,null,null,null,null,INVENTORY
null,2025-03-02,WH003,SKU0172,null,null,null,null,null,729,null,null,null,null,null,INVENTORY
null,2025-02-20,WH033,SKU0079,null,null,null,null,null,351,null,null,null,null,null,INVENTORY
null,2025-03-02,WH017,SKU0086,null,null,null,null,null,800,null,null,null,null,null,INVENTORY
null,2025-02-22,WH014,SKU0338,null,null,null,null,null,880,null,null,null,null,null,INVENTORY
null,2025-01-05,WH021,SKU0340,null,null,null,null,null,107,null,null,null,null,null,INVENTORY
null,2025-02-11,WH035,SKU0224,null,null,null,null,null,631,null,null,null,null,null,INVENTORY
null,2025-01-18,WH040,SKU0384,null,null,null,null,null,694,null,null,null,null,null,INVENTORY
null,2025-01-20,WH018,SKU0040,null,null,null,null,null,123,null,null,null,null,null,INVENTORY
null,2025-01-14,WH042,SKU0170,null,null,null,null,null,155,null,null,null,null,null,INVENTORY
null,2025-01-31,WH037,SKU0292,null,null,null,null,null,891,null,null,null,null,null,INVENTORY
null,2025-01-15,WH035,SKU0469,null,null,null,null,null,897,null,null,null,null,null,INVENTORY
null,2025-01-27,WH013,SKU0243,null,null,null,null,null,690,null,null,null,null,null,INVENTORY
null,2025-01-31,WH046,SKU0184,null,null,null,null,null,728,null,null,null,null,null,INVENTORY
null,2025-02-05,WH042,SKU0336,null,null,null,null,null,492,null,null,null,null,null,INVENTORY
null,2025-01-10,WH029,SKU0350,null,null,null,null,null,764,null,null,null,null,null,INVENTORY
null,2025-02-11,WH042,SKU0408,null,null,null,null,null,589,null,null,null,null,null,INVENTORY
null,2025-02-03,WH014,SKU0076,null,null,null,null,null,259,null,null,null,null,null,INVENTORY
null,2025-02-12,WH002,SKU0129,null,null,null,null,null,900,null,null,null,null,null,INVENTORY
null,2025-01-07,WH021,SKU0047,null,null,null,null,null,356,null,null,null,null,null,INVENTORY
null,2025-02-12,WH013,SKU0042,null,null,null,null,null,353,null,null,null,null,null,INVENTORY
null,2025-02-26,WH035,SKU0143,null,null,null,null,null,565,null,null,null,null,null,INVENTORY
null,2025-01-31,WH041,SKU0402,null,null,null,null,null,399,null,null,null,null,null,INVENTORY
null,2025-02-23,WH019,SKU0154,null,null,null,null,null,620,null,null,null,null,null,INVENTORY
null,2025-01-19,WH040,SKU0380,null,null,null,null,null,644,null,null,null,null,null,INVENTORY
null,2025-02-11,WH018,SKU0159,null,null,null,null,null,591,null,null,null,null,null,INVENTORY
null,2025-01-16,WH021,SKU0339,null,null,null,null,null,187,null,null,null,null,null,INVENTORY
null,2025-02-18,WH032,SKU0025,null,null,null,null,null,147,null,null,null,null,null,INVENTORY
null,2025-01-26,WH047,SKU0301,null,null,null,null,null,904,null,null,null,null,null,INVENTORY
null,2025-01-16,WH020,SKU0497,null,null,null,null,null,148,null,null,null,null,null,INVENTORY
null,2025-01-08,WH004,SKU0429,null,null,null,null,null,197,null,null,null,null,null,INVENTORY
null,2025-02-06,WH049,SKU0249,null,null,null,null,null,848,null,null,null,null,null,INVENTORY
null,2025-02-27,WH048,SKU0112,null,null,null,null,null,860,null,null,null,null,null,INVENTORY
null,2025-03-01,WH004,SKU0500,null,null,null,null,null,122,null,null,null,null,null,INVENTORY
null,2025-02-12,WH011,SKU0464,null,null,null,null,null,570,null,null,null,null,null,INVENTORY
null,2025-01-04,WH008,SKU0209,null,null,null,null,null,113,null,null,null,null,null,INVENTORY
null,2025-02-05,WH039,SKU0227,null,null,null,null,null,129,null,null,null,null,null,INVENTORY
null,2025-02-26,WH002,SKU0098,null,null,null,null,null,651,null,null,null,null,null,INVENTORY
null,2025-01-27,WH016,SKU0119,null,null,null,null,null,604,null,null,null,null,null,INVENTORY
null,2025-02-26,WH022,SKU0290,null,null,null,null,null,537,null,null,null,null,null,INVENTORY
null,2025-02-01,WH042,SKU0201,null,null,null,null,null,111,null,null,null,null,null,INVENTORY
null,2025-02-09,WH024,SKU0384,null,null,null,null,null,180,null,null,null,null,null,INVENTORY
null,2025-02-05,WH002,SKU0282,null,null,null,null,null,251,null,null,null,null,null,INVENTORY
null,2025-02-06,WH029,SKU0058,null,null,null,null,null,622,null,null,null,null,null,INVENTORY
null,2025-01-25,WH009,SKU0018,null,null,null,null,null,472,null,null,null,null,null,INVENTORY
null,2025-02-26,WH015,SKU0123,null,null,null,null,null,711,null,null,null,null,null,INVENTORY
null,2025-01-25,WH030,SKU0010,null,null,null,null,null,459,null,null,null,null,null,INVENTORY
null,2025-02-23,WH013,SKU0477,null,null,null,null,null,791,null,null,null,null,null,INVENTORY
null,2025-02-06,WH022,SKU0140,null,null,null,null,null,500,null,null,null,null,null,INVENTORY
null,2025-02-18,WH038,SKU0233,null,null,null,null,null,550,null,null,null,null,null,INVENTORY
null,2025-01-18,WH046,SKU0032,null,null,null,null,null,648,null,null,null,null,null,INVENTORY
null,2025-02-10,WH031,SKU0192,null,null,null,null,null,259,null,null,null,null,null,INVENTORY
null,2025-01-08,WH003,SKU0059,null,null,null,null,null,345,null,null,null,null,null,INVENTORY
null,2025-01-03,WH016,SKU0133,null,null,null,null,null,358,null,null,null,null,null,INVENTORY
null,2025-01-02,WH009,SKU0370,null,null,null,null,null,705,null,null,null,null,null,INVENTORY
null,2025-01-14,WH043,SKU0052,null,null,null,null,null,543,null,null,null,null,null,INVENTORY
null,2025-01-25,WH008,SKU0022,null,null,null,null,null,562,null,null,null,null,null,INVENTORY
null,2025-01-09,WH046,SKU0416,null,null,null,null,null,199,null,null,null,null,null,INVENTORY
null,2025-01-05,WH019,SKU0391,null,null,null,null,null,206,null,null,null,null,null,INVENTORY
null,2025-01-03,WH027,SKU0305,null,null,null,null,null,971,null,null,null,null,null,INVENTORY
null,2025-01-21,WH020,SKU0464,null,null,null,null,null,399,null,null,null,null,null,INVENTORY
null,2025-02-11,WH028,SKU0290,null,null,null,null,null,949,null,null,null,null,null,INVENTORY
null,2025-01-25,WH031,SKU0275,null,null,null,null,null,511,null,null,null,null,null,INVENTORY
null,2025-02-06,WH002,SKU0036,null,null,null,null,null,376,null,null,null,null,null,INVENTORY
null,2025-01-04,WH029,SKU0437,null,null,null,null,null,530,null,null,null,null,null,INVENTORY
null,2025-02-17,WH013,SKU0184,null,null,null,null,null,403,null,null,null,null,null,INVENTORY
null,2025-02-08,WH038,SKU0202,null,null,null,null,null,667,null,null,null,null,null,INVENTORY
null,2025-01-27,WH011,SKU0389,null,null,null,null,null,426,null,null,null,null,null,INVENTORY
null,2025-01-06,WH047,SKU0368,null,null,null,null,null,508,null,null,null,null,null,INVENTORY
null,2025-02-07,WH046,SKU0004,null,null,null,null,null,506,null,null,null,null,null,INVENTORY
null,2025-01-30,WH014,SKU0376,null,null,null,null,null,369,null,null,null,null,null,INVENTORY
null,2025-02-03,WH031,SKU0058,null,null,null,null,null,669,null,null,null,null,null,INVENTORY
null,2025-01-23,WH009,SKU0297,null,null,null,null,null,888,null,null,null,null,null,INVENTORY
null,2025-01-25,WH009,SKU0120,null,null,null,null,null,407,null,null,null,null,null,INVENTORY
null,2025-02-03,WH011,SKU0240,null,null,null,null,null,458,null,null,null,null,null,INVENTORY
null,2025-01-01,WH026,SKU0466,null,null,null,null,null,767,null,null,null,null,null,INVENTORY
null,2025-01-15,WH011,SKU0090,null,null,null,null,null,330,null,null,null,null,null,INVENTORY
null,2025-01-19,WH002,SKU0192,null,null,null,null,null,625,null,null,null,null,null,INVENTORY
null,2025-02-20,WH009,SKU0354,null,null,null,null,null,124,null,null,null,null,null,INVENTORY
null,2025-01-04,WH023,SKU0057,null,null,null,null,null,645,null,null,null,null,null,INVENTORY
null,2025-01-30,WH018,SKU0236,null,null,null,null,null,415,null,null,null,null,null,INVENTORY
null,2025-01-29,WH012,SKU0456,null,null,null,null,null,379,null,null,null,null,null,INVENTORY
null,2025-01-14,WH045,SKU0440,null,null,null,null,null,566,null,null,null,null,null,INVENTORY
null,2025-01-27,WH014,SKU0237,null,null,null,null,null,986,null,null,null,null,null,INVENTORY
null,2025-02-18,WH006,SKU0444,null,null,null,null,null,183,null,null,null,null,null,INVENTORY
null,2025-01-31,WH026,SKU0029,null,null,null,null,null,856,null,null,null,null,null,INVENTORY
null,2025-01-02,WH022,SKU0005,null,null,null,null,null,569,null,null,null,null,null,INVENTORY
null,2025-02-17,WH024,SKU0430,null,null,null,null,null,736,null,null,null,null,null,INVENTORY
null,2025-01-23,WH022,SKU0374,null,null,null,null,null,442,null,null,null,null,null,INVENTORY
null,2025-02-27,WH014,SKU0075,null,null,null,null,null,991,null,null,null,null,null,INVENTORY
null,2025-01-10,WH015,SKU0346,null,null,null,null,null,583,null,null,null,null,null,INVENTORY
null,2025-01-15,WH026,SKU0383,null,null,null,null,null,589,null,null,null,null,null,INVENTORY
null,2025-02-21,WH009,SKU0154,null,null,null,null,null,518,null,null,null,null,null,INVENTORY
null,2025-02-05,WH032,SKU0056,null,null,null,null,null,728,null,null,null,null,null,INVENTORY
null,2025-01-07,WH038,SKU0262,null,null,null,null,null,500,null,null,null,null,null,INVENTORY
null,2025-01-27,WH036,SKU0491,null,null,null,null,null,204,null,null,null,null,null,INVENTORY
null,2025-02-05,WH025,SKU0116,null,null,null,null,null,244,null,null,null,null,null,INVENTORY
null,2025-01-24,WH015,SKU0229,null,null,null,null,null,106,null,null,null,null,null,INVENTORY
null,2025-01-27,WH035,SKU0164,null,null,null,null,null,558,null,null,null,null,null,INVENTORY
null,2025-03-02,WH019,SKU0373,null,null,null,null,null,267,null,null,null,null,null,INVENTORY
null,2025-02-25,WH042,SKU0006,null,null,null,null,null,970,null,null,null,null,null,INVENTORY
null,2025-02-06,WH008,SKU0097,null,null,null,null,null,713,null,null,null,null,null,INVENTORY
null,2025-01-11,WH002,SKU0419,null,null,null,null,null,558,null,null,null,null,null,INVENTORY
null,2025-01-04,WH007,SKU0024,null,null,null,null,null,768,null,null,null,null,null,INVENTORY
null,2025-02-20,WH021,SKU0029,null,null,null,null,null,247,null,null,null,null,null,INVENTORY
null,2025-01-28,WH024,SKU0076,null,null,null,null,null,314,null,null,null,null,null,INVENTORY
null,2025-01-29,WH026,SKU0062,null,null,null,null,null,302,null,null,null,null,null,INVENTORY
null,2025-02-24,WH024,SKU0410,null,null,null,null,null,194,null,null,null,null,null,INVENTORY
null,2025-02-15,WH047,SKU0087,null,null,null,null,null,877,null,null,null,null,null,INVENTORY
null,2025-01-29,WH040,SKU0303,null,null,null,null,null,950,null,null,null,null,null,INVENTORY
null,2025-02-15,WH026,SKU0077,null,null,null,null,null,552,null,null,null,null,null,INVENTORY
null,2025-01-07,WH018,SKU0195,null,null,null,null,null,754,null,null,null,null,null,INVENTORY
null,2025-02-25,WH049,SKU0214,null,null,null,null,null,741,null,null,null,null,null,INVENTORY
null,2025-02-23,WH016,SKU0126,null,null,null,null,null,260,null,null,null,null,null,INVENTORY
null,2025-02-03,WH005,SKU0068,null,null,null,null,null,864,null,null,null,null,null,INVENTORY
null,2025-01-16,WH048,SKU0281,null,null,null,null,null,349,null,null,null,null,null,INVENTORY
null,2025-02-28,WH008,SKU0425,null,null,null,null,null,419,null,null,null,null,null,INVENTORY
null,2025-01-19,WH049,SKU0326,null,null,null,null,null,527,null,null,null,null,null,INVENTORY
null,2025-01-12,WH031,SKU0223,null,null,null,null,null,195,null,null,null,null,null,INVENTORY
null,2025-02-23,WH019,SKU0086,null,null,null,null,null,614,null,null,null,null,null,INVENTORY
null,2025-02-17,WH040,SKU0171,null,null,null,null,null,400,null,null,null,null,null,INVENTORY
null,2025-01-31,WH012,SKU0372,null,null,null,null,null,594,null,null,null,null,null,INVENTORY
null,2025-01-28,WH037,SKU0146,null,null,null,null,null,121,null,null,null,null,null,INVENTORY
null,2025-01-09,WH041,SKU0122,null,null,null,null,null,406,null,null,null,null,null,INVENTORY
null,2025-02-25,WH043,SKU0183,null,null,null,null,null,278,null,null,null,null,null,INVENTORY
null,2025-01-29,WH007,SKU0493,null,null,null,null,null,874,null,null,null,null,null,INVENTORY
null,2025-02-14,WH021,SKU0473,null,null,null,null,null,355,null,null,null,null,null,INVENTORY
null,2025-02-13,WH016,SKU0249,null,null,null,null,null,332,null,null,null,null,null,INVENTORY
null,2025-02-07,WH049,SKU0438,null,null,null,null,null,598,null,null,null,null,null,INVENTORY
null,2025-02-24,WH043,SKU0133,null,null,null,null,null,252,null,null,null,null,null,INVENTORY
null,2025-02-24,WH049,SKU0329,null,null,null,null,null,760,null,null,null,null,null,INVENTORY
null,2025-03-01,WH012,SKU0317,null,null,null,null,null,654,null,null,null,null,null,INVENTORY
null,2025-02-17,WH018,SKU0371,null,null,null,null,null,758,null,null,null,null,null,INVENTORY
null,2025-02-18,WH026,SKU0476,null,null,null,null,null,171,null,null,null,null,null,INVENTORY
null,2025-02-07,WH032,SKU0141,null,null,null,null,null,473,null,null,null,null,null,INVENTORY
null,2025-03-01,WH032,SKU0110,null,null,null,null,null,105,null,null,null,null,null,INVENTORY
null,2025-02-23,WH034,SKU0300,null,null,null,null,null,493,null,null,null,null,null,INVENTORY
null,2025-02-14,WH040,SKU0480,null,null,null,null,null,857,null,null,null,null,null,INVENTORY
null,2025-02-01,WH041,SKU0062,null,null,null,null,null,405,null,null,null,null,null,INVENTORY
null,2025-01-15,WH005,SKU0104,null,null,null,null,null,841,null,null,null,null,null,INVENTORY
null,2025-01-13,WH006,SKU0122,null,null,null,null,null,499,null,null,null,null,null,INVENTORY
null,2025-02-10,WH007,SKU0188,null,null,null,null,null,675,null,null,null,null,null,INVENTORY
null,2025-02-15,WH042,SKU0160,null,null,null,null,null,679,null,null,null,null,null,INVENTORY
null,2025-01-04,WH048,SKU0138,null,null,null,null,null,155,null,null,null,null,null,INVENTORY
null,2025-01-03,WH042,SKU0058,null,null,null,null,null,833,null,null,null,null,null,INVENTORY
null,2025-01-27,WH028,SKU0297,null,null,null,null,null,397,null,null,null,null,null,INVENTORY
null,2025-02-17,WH013,SKU0054,null,null,null,null,null,922,null,null,null,null,null,INVENTORY
null,2025-01-25,WH019,SKU0260,null,null,null,null,null,784,null,null,null,null,null,INVENTORY
null,2025-01-12,WH024,SKU0392,null,null,null,null,null,322,null,null,null,null,null,INVENTORY
null,2025-02-14,WH019,SKU0216,null,null,null,null,null,922,null,null,null,null,null,INVENTORY
null,2025-02-14,WH011,SKU0016,null,null,null,null,null,259,null,null,null,null,null,INVENTORY
null,2025-02-04,WH040,SKU0086,null,null,null,null,null,425,null,null,null,null,null,INVENTORY
null,2025-01-31,WH044,SKU0033,null,null,null,null,null,163,null,null,null,null,null,INVENTORY
null,2025-01-07,WH021,SKU0453,null,null,null,null,null,707,null,null,null,null,null,INVENTORY
null,2025-02-22,WH003,SKU0216,null,null,null,null,null,443,null,null,null,null,null,INVENTORY
null,2025-02-04,WH005,SKU0270,null,null,null,null,null,420,null,null,null,null,null,INVENTORY
null,2025-02-07,WH006,SKU0497,null,null,null,null,null,844,null,null,null,null,null,INVENTORY
null,2025-01-26,WH043,SKU0302,null,null,null,null,null,777,null,null,null,null,null,INVENTORY
null,2025-02-13,WH042,SKU0474,null,null,null,null,null,782,null,null,null,null,null,INVENTORY
null,2025-02-20,WH019,SKU0492,null,null,null,null,null,473,null,null,null,null,null,INVENTORY
null,2025-01-03,WH012,SKU0047,null,null,null,null,null,641,null,null,null,null,null,INVENTORY
null,2025-01-21,WH030,SKU0121,null,null,null,null,null,344,null,null,null,null,null,INVENTORY
null,2025-02-04,WH019,SKU0478,null,null,null,null,null,914,null,null,null,null,null,INVENTORY
null,2025-01-08,WH016,SKU0436,null,null,null,null,null,428,null,null,null,null,null,INVENTORY
null,2025-02-18,WH043,SKU0209,null,null,null,null,null,149,null,null,null,null,null,INVENTORY
null,2025-01-09,WH003,SKU0372,null,null,null,null,null,247,null,null,null,null,null,INVENTORY
null,2025-01-05,WH017,SKU0122,null,null,null,null,null,698,null,null,null,null,null,INVENTORY
null,2025-01-25,WH038,SKU0133,null,null,null,null,null,161,null,null,null,null,null,INVENTORY
null,2025-01-23,WH050,SKU0133,null,null,null,null,null,289,null,null,null,null,null,INVENTORY
null,2025-02-20,WH021,SKU0184,null,null,null,null,null,793,null,null,null,null,null,INVENTORY
null,2025-01-18,WH005,SKU0293,null,null,null,null,null,451,null,null,null,null,null,INVENTORY
null,2025-02-05,WH001,SKU0478,null,null,null,null,null,547,null,null,null,null,null,INVENTORY
null,2025-02-17,WH030,SKU0416,null,null,null,null,null,213,null,null,null,null,null,INVENTORY
null,2025-02-03,WH002,SKU0371,null,null,null,null,null,729,null,null,null,null,null,INVENTORY
null,2025-02-03,WH027,SKU0411,null,null,null,null,null,156,null,null,null,null,null,INVENTORY
null,2025-01-05,WH040,SKU0251,null,null,null,null,null,249,null,null,null,null,null,INVENTORY
null,2025-02-05,WH015,SKU0450,null,null,null,null,null,898,null,null,null,null,null,INVENTORY
null,2025-01-05,WH028,SKU0458,null,null,null,null,null,669,null,null,null,null,null,INVENTORY
null,2025-01-11,WH028,SKU0321,null,null,null,null,null,975,null,null,null,null,null,INVENTORY
null,2025-01-30,WH009,SKU0145,null,null,null,null,null,418,null,null,null,null,null,INVENTORY
null,2025-02-22,WH038,SKU0148,null,null,null,null,null,302,null,null,null,null,null,INVENTORY
null,2025-02-18,WH033,SKU0352,null,null,null,null,null,381,null,null,null,null,null,INVENTORY
null,2025-03-01,WH043,SKU0052,null,null,null,null,null,605,null,null,null,null,null,INVENTORY
null,2025-02-16,WH036,SKU0366,null,null,null,null,null,269,null,null,null,null,null,INVENTORY
null,2025-01-22,WH007,SKU0089,null,null,null,null,null,198,null,null,null,null,null,INVENTORY
null,2025-02-13,WH020,SKU0266,null,null,null,null,null,920,null,null,null,null,null,INVENTORY
null,2025-01-16,WH004,SKU0416,null,null,null,null,null,330,null,null,null,null,null,INVENTORY
null,2025-01-08,WH032,SKU0161,null,null,null,null,null,795,null,null,null,null,null,INVENTORY
null,2025-01-20,WH028,SKU0266,null,null,null,null,null,941,null,null,null,null,null,INVENTORY
null,2025-02-12,WH033,SKU0416,null,null,null,null,null,753,null,null,null,null,null,INVENTORY
null,2025-01-13,WH030,SKU0390,null,null,null,null,null,284,null,null,null,null,null,INVENTORY
null,2025-01-30,WH043,SKU0352,null,null,null,null,null,301,null,null,null,null,null,INVENTORY
null,2025-01-14,WH040,SKU0288,null,null,null,null,null,382,null,null,null,null,null,INVENTORY
null,2025-01-10,WH009,SKU0489,null,null,null,null,null,944,null,null,null,null,null,INVENTORY
null,2025-01-31,WH015,SKU0181,null,null,null,null,null,652,null,null,null,null,null,INVENTORY
null,2025-01-15,WH008,SKU0269,null,null,null,null,null,271,null,null,null,null,null,INVENTORY
null,2025-01-12,WH047,SKU0016,null,null,null,null,null,240,null,null,null,null,null,INVENTORY
null,2025-01-15,WH017,SKU0070,null,null,null,null,null,749,null,null,null,null,null,INVENTORY
null,2025-02-09,WH045,SKU0465,null,null,null,null,null,228,null,null,null,null,null,INVENTORY
null,2025-02-06,WH037,SKU0066,null,null,null,null,null,879,null,null,null,null,null,INVENTORY
null,2025-02-12,WH044,SKU0003,null,null,null,null,null,789,null,null,null,null,null,INVENTORY
null,2025-01-27,WH002,SKU0018,null,null,null,null,null,149,null,null,null,null,null,INVENTORY
null,2025-01-04,WH024,SKU0366,null,null,null,null,null,500,null,null,null,null,null,INVENTORY
null,2025-01-07,WH008,SKU0280,null,null,null,null,null,680,null,null,null,null,null,INVENTORY
null,2025-02-11,WH008,SKU0338,null,null,null,null,null,630,null,null,null,null,null,INVENTORY
null,2025-01-28,WH040,SKU0381,null,null,null,null,null,824,null,null,null,null,null,INVENTORY
null,2025-02-19,WH008,SKU0496,null,null,null,null,null,379,null,null,null,null,null,INVENTORY
null,2025-01-17,WH013,SKU0320,null,null,null,null,null,474,null,null,null,null,null,INVENTORY
null,2025-02-12,WH008,SKU0079,null,null,null,null,null,396,null,null,null,null,null,INVENTORY
null,2025-02-04,WH011,SKU0248,null,null,null,null,null,782,null,null,null,null,null,INVENTORY
null,2025-01-23,WH018,SKU0162,null,null,null,null,null,552,null,null,null,null,null,INVENTORY
null,2025-02-24,WH043,SKU0101,null,null,null,null,null,514,null,null,null,null,null,INVENTORY
null,2025-02-10,WH032,SKU0087,null,null,null,null,null,569,null,null,null,null,null,INVENTORY
null,2025-01-22,WH030,SKU0130,null,null,null,null,null,568,null,null,null,null,null,INVENTORY
null,2025-02-28,WH023,SKU0079,null,null,null,null,null,888,null,null,null,null,null,INVENTORY
null,2025-02-02,WH044,SKU0174,null,null,null,null,null,301,null,null,null,null,null,INVENTORY
null,2025-01-02,WH032,SKU0201,null,null,null,null,null,787,null,null,null,null,null,INVENTORY
null,2025-02-15,WH029,SKU0163,null,null,null,null,null,365,null,null,null,null,null,INVENTORY
null,2025-02-07,WH049,SKU0269,null,null,null,null,null,749,null,null,null,null,null,INVENTORY
null,2025-01-15,WH001,SKU0031,null,null,null,null,null,617,null,null,null,null,null,INVENTORY
null,2025-03-02,WH001,SKU0099,null,null,null,null,null,429,null,null,null,null,null,INVENTORY
null,2025-02-02,WH016,SKU0496,null,null,null,null,null,596,null,null,null,null,null,INVENTORY
null,2025-02-17,WH050,SKU0216,null,null,null,null,null,641,null,null,null,null,null,INVENTORY
null,2025-02-27,WH032,SKU0399,null,null,null,null,null,492,null,null,null,null,null,INVENTORY
null,2025-02-07,WH017,SKU0168,null,null,null,null,null,490,null,null,null,null,null,INVENTORY
null,2025-02-06,WH047,SKU0120,null,null,null,null,null,828,null,null,null,null,null,INVENTORY
null,2025-01-06,WH005,SKU0153,null,null,null,null,null,476,null,null,null,null,null,INVENTORY
null,2025-01-20,WH008,SKU0271,null,null,null,null,null,221,null,null,null,null,null,INVENTORY
null,2025-01-11,WH010,SKU0389,null,null,null,null,null,649,null,null,null,null,null,INVENTORY
null,2025-01-01,WH023,SKU0417,null,null,null,null,null,136,null,null,null,null,null,INVENTORY
null,2025-02-15,WH038,SKU0379,null,null,null,null,null,603,null,null,null,null,null,INVENTORY
null,2025-01-25,WH003,SKU0125,null,null,null,null,null,735,null,null,null,null,null,INVENTORY
null,2025-02-14,WH001,SKU0268,null,null,null,null,null,459,null,null,null,null,null,INVENTORY
null,2025-02-05,WH038,SKU0383,null,null,null,null,null,380,null,null,null,null,null,INVENTORY
null,2025-01-31,WH004,SKU0223,null,null,null,null,null,294,null,null,null,null,null,INVENTORY
null,2025-01-01,WH038,SKU0325,null,null,null,null,null,169,null,null,null,null,null,INVENTORY
null,2025-02-10,WH030,SKU0469,null,null,null,null,null,436,null,null,null,null,null,INVENTORY
null,2025-01-01,WH017,SKU0324,null,null,null,null,null,909,null,null,null,null,null,INVENTORY
null,2025-02-09,WH014,SKU0184,null,null,null,null,null,417,null,null,null,null,null,INVENTORY
null,2025-01-16,WH014,SKU0289,null,null,null,null,null,495,null,null,null,null,null,INVENTORY
null,2025-02-23,WH046,SKU0037,null,null,null,null,null,443,null,null,null,null,null,INVENTORY
null,2025-02-03,WH032,SKU0489,null,null,null,null,null,291,null,null,null,null,null,INVENTORY
null,2025-01-24,WH026,SKU0344,null,null,null,null,null,972,null,null,null,null,null,INVENTORY
null,2025-02-06,WH006,SKU0112,null,null,null,null,null,326,null,null,null,null,null,INVENTORY
null,2025-02-28,WH030,SKU0027,null,null,null,null,null,189,null,null,null,null,null,INVENTORY
null,2025-02-14,WH009,SKU0194,null,null,null,null,null,123,null,null,null,null,null,INVENTORY
null,2025-01-14,WH050,SKU0289,null,null,null,null,null,939,null,null,null,null,null,INVENTORY
null,2025-03-02,WH004,SKU0404,null,null,null,null,null,792,null,null,null,null,null,INVENTORY
null,2025-01-15,WH041,SKU0494,null,null,null,null,null,563,null,null,null,null,null,INVENTORY
null,2025-01-14,WH039,SKU0435,null,null,null,null,null,771,null,null,null,null,null,INVENTORY
null,2025-01-19,WH004,SKU0485,null,null,null,null,null,588,null,null,null,null,null,INVENTORY
null,2025-01-15,WH008,SKU0458,null,null,null,null,null,283,null,null,null,null,null,INVENTORY
null,2025-01-16,WH015,SKU0485,null,null,null,null,null,764,null,null,null,null,null,INVENTORY
null,2025-02-17,WH002,SKU0009,null,null,null,null,null,645,null,null,null,null,null,INVENTORY
null,2025-02-25,WH025,SKU0318,null,null,null,null,null,448,null,null,null,null,null,INVENTORY
null,2025-01-04,WH005,SKU0455,null,null,null,null,null,376,null,null,null,null,null,INVENTORY
null,2025-01-27,WH009,SKU0500,null,null,null,null,null,538,null,null,null,null,null,INVENTORY
null,2025-01-10,WH006,SKU0399,null,null,null,null,null,352,null,null,null,null,null,INVENTORY
null,2025-02-07,WH037,SKU0411,null,null,null,null,null,864,null,null,null,null,null,INVENTORY
null,2025-02-28,WH043,SKU0253,null,null,null,null,null,444,null,null,null,null,null,INVENTORY
null,2025-02-01,WH020,SKU0032,null,null,null,null,null,832,null,null,null,null,null,INVENTORY
null,2025-01-02,WH018,SKU0070,null,null,null,null,null,717,null,null,null,null,null,INVENTORY
