shipment_id,shipment_date,warehouse_id,delay_hours,source_city,destination_city,delivery_status,route_id
SHP01506,2025-02-16,WH032,-1,Jaipur,Bangalore,Early,Jaipur→Bangalore
SHP01507,2025-02-01,WH050,-2,Mumbai,Kolkata,Early,Mumbai→Kolkata
SHP01508,2025-02-22,WH025,-1,Jaipur,Kolkata,Early,Jaipur→Kolkata
SHP01509,2025-03-01,WH018,3,Jaipur,Kolkata,Delayed,Jaipur→Kolkata
SHP01510,2025-01-31,WH029,4,Chennai,Kolkata,Delayed,Chennai→Kolkata
SHP01511,2025-01-01,WH035,0,Pune,Bangalore,On-Time,Pune→Bangalore
SHP01512,2025-02-08,WH040,-2,Pune,Delhi,Early,Pune→Delhi
SHP01513,2025-01-15,WH037,4,Delhi,Kolkata,Delayed,Delhi→Kolkata
SHP01514,2025-01-20,WH050,4,Chennai,Delhi,Delayed,Chennai→Delhi
SHP01515,2025-01-08,WH034,3,Mumbai,Kolkata,Delayed,Mumbai→Kolkata
SHP01516,2025-02-02,WH007,2,Delhi,Delhi,Delayed,Delhi→Delhi
SHP01517,2025-01-12,WH044,-2,Hyderabad,Mumbai,Early,Hyderabad→Mumbai
SHP01518,2025-01-03,WH015,2,Chennai,Delhi,Delayed,Chennai→Delhi
SHP01519,2025-01-12,WH007,1,Delhi,Mumbai,Delayed,Delhi→Mumbai
SHP01520,2025-02-09,WH037,3,Lucknow,Bangalore,Delayed,Lucknow→Bangalore
SHP01521,2025-02-23,WH005,-1,Delhi,Bangalore,Early,Delhi→Bangalore
SHP01522,2025-01-29,WH046,4,Mumbai,Kolkata,Delayed,Mumbai→Kolkata
SHP01523,2025-01-10,WH004,5,Delhi,Bangalore,Delayed,Delhi→Bangalore
SHP01524,2025-01-27,WH017,2,Ahmedabad,Mumbai,Delayed,Ahmedabad→Mumbai
SHP01525,2025-02-03,WH002,5,Ahmedabad,Bangalore,Delayed,Ahmedabad→Bangalore
SHP01526,2025-02-12,WH046,1,Lucknow,Delhi,Delayed,Lucknow→Delhi
SHP01527,2025-02-03,WH010,5,Lucknow,Kolkata,Delayed,Lucknow→Kolkata
SHP01528,2025-01-04,WH041,5,Ahmedabad,Mumbai,Delayed,Ahmedabad→Mumbai
SHP01529,2025-01-29,WH029,5,Lucknow,Kolkata,Delayed,Lucknow→Kolkata
SHP01530,2025-02-20,WH045,1,Lucknow,Delhi,Delayed,Lucknow→Delhi
SHP01531,2025-01-02,WH014,3,Pune,Mumbai,Delayed,Pune→Mumbai
SHP01532,2025-01-30,WH020,2,Pune,Kolkata,Delayed,Pune→Kolkata
SHP01533,2025-02-05,WH005,2,Delhi,Chennai,Delayed,Delhi→Chennai
SHP01534,2025-01-17,WH002,-2,Ahmedabad,Mumbai,Early,Ahmedabad→Mumbai
SHP01535,2025-01-18,WH005,2,Mumbai,Kolkata,Delayed,Mumbai→Kolkata
SHP01536,2025-02-06,WH047,2,Ahmedabad,Kolkata,Delayed,Ahmedabad→Kolkata
SHP01537,2025-02-11,WH031,-2,Ahmedabad,Mumbai,Early,Ahmedabad→Mumbai
SHP01538,2025-02-04,WH025,5,Hyderabad,Kolkata,Delayed,Hyderabad→Kolkata
SHP01539,2025-01-20,WH008,4,Hyderabad,Mumbai,Delayed,Hyderabad→Mumbai
SHP01540,2025-02-09,WH036,5,Lucknow,Bangalore,Delayed,Lucknow→Bangalore
SHP01541,2025-01-06,WH042,1,Bangalore,Delhi,Delayed,Bangalore→Delhi
SHP01542,2025-02-13,WH048,2,Pune,Kolkata,Delayed,Pune→Kolkata
SHP01543,2025-01-19,WH006,2,Jaipur,Delhi,Delayed,Jaipur→Delhi
SHP01544,2025-02-23,WH005,1,Mumbai,Mumbai,Delayed,Mumbai→Mumbai
SHP01545,2025-02-28,WH012,5,Hyderabad,Kolkata,Delayed,Hyderabad→Kolkata
SHP01546,2025-01-30,WH025,5,Ahmedabad,Bangalore,Delayed,Ahmedabad→Bangalore
SHP01548,2025-02-06,WH049,5,Bangalore,Chennai,Delayed,Bangalore→Chennai
SHP01549,2025-01-02,WH039,2,Bangalore,Chennai,Delayed,Bangalore→Chennai
SHP01550,2025-01-23,WH031,2,Pune,Kolkata,Delayed,Pune→Kolkata
SHP01552,2025-02-13,WH044,2,Mumbai,Bangalore,Delayed,Mumbai→Bangalore
SHP01553,2025-01-29,WH042,1,Mumbai,Mumbai,Delayed,Mumbai→Mumbai
SHP01554,2025-01-12,WH003,0,Lucknow,Mumbai,On-Time,Lucknow→Mumbai
SHP01555,2025-01-23,WH040,2,Lucknow,Bangalore,Delayed,Lucknow→Bangalore
SHP01557,2025-01-24,WH021,2,Kolkata,Bangalore,Delayed,Kolkata→Bangalore
SHP01558,2025-02-17,WH048,3,Ahmedabad,Chennai,Delayed,Ahmedabad→Chennai
SHP01559,2025-01-10,WH009,-2,Lucknow,Mumbai,Early,Lucknow→Mumbai
SHP01560,2025-03-02,WH040,-2,Jaipur,Chennai,Early,Jaipur→Chennai
SHP01561,2025-02-02,WH014,1,Bangalore,Bangalore,Delayed,Bangalore→Bangalore
SHP01562,2025-01-25,WH032,5,Ahmedabad,Mumbai,Delayed,Ahmedabad→Mumbai
SHP01563,2025-02-20,WH028,0,Lucknow,Mumbai,On-Time,Lucknow→Mumbai
SHP01564,2025-02-05,WH033,3,Chennai,Mumbai,Delayed,Chennai→Mumbai
SHP01565,2025-01-27,WH019,0,Pune,Mumbai,On-Time,Pune→Mumbai
SHP01566,2025-01-17,WH015,-1,Lucknow,Chennai,Early,Lucknow→Chennai
SHP01568,2025-02-08,WH032,-1,Jaipur,Chennai,Early,Jaipur→Chennai
SHP01569,2025-01-29,WH029,-1,Delhi,Chennai,Early,Delhi→Chennai
SHP01570,2025-01-12,WH004,2,Bangalore,Bangalore,Delayed,Bangalore→Bangalore
SHP01571,2025-01-22,WH040,2,Ahmedabad,Mumbai,Delayed,Ahmedabad→Mumbai
SHP01572,2025-02-18,WH025,0,Mumbai,Mumbai,On-Time,Mumbai→Mumbai
SHP01573,2025-02-28,WH014,2,Pune,Bangalore,Delayed,Pune→Bangalore
SHP01574,2025-02-15,WH034,-2,Mumbai,Delhi,Early,Mumbai→Delhi
SHP01575,2025-01-25,WH015,0,Jaipur,Delhi,On-Time,Jaipur→Delhi
SHP01576,2025-02-24,WH037,3,Delhi,Kolkata,Delayed,Delhi→Kolkata
SHP01577,2025-02-04,WH027,1,Bangalore,Mumbai,Delayed,Bangalore→Mumbai
SHP01578,2025-02-26,WH038,5,Chennai,Delhi,Delayed,Chennai→Delhi
SHP01579,2025-01-10,WH035,4,Ahmedabad,Mumbai,Delayed,Ahmedabad→Mumbai
SHP01580,2025-02-19,WH009,5,Ahmedabad,Delhi,Delayed,Ahmedabad→Delhi
SHP01581,2025-01-16,WH036,0,Jaipur,Bangalore,On-Time,Jaipur→Bangalore
SHP01584,2025-01-09,WH014,0,Delhi,Bangalore,On-Time,Delhi→Bangalore
SHP01585,2025-01-22,WH035,3,Pune,Chennai,Delayed,Pune→Chennai
SHP01587,2025-01-05,WH008,2,Hyderabad,Chennai,Delayed,Hyderabad→Chennai
SHP01588,2025-01-07,WH022,3,Kolkata,Bangalore,Delayed,Kolkata→Bangalore
SHP01589,2025-02-12,WH008,1,Kolkata,Chennai,Delayed,Kolkata→Chennai
SHP01590,2025-02-28,WH019,5,Pune,Kolkata,Delayed,Pune→Kolkata
SHP01591,2025-02-26,WH015,-1,Lucknow,Kolkata,Early,Lucknow→Kolkata
SHP01592,2025-02-09,WH048,-2,Bangalore,Kolkata,Early,Bangalore→Kolkata
SHP01593,2025-02-18,WH042,-2,Pune,Delhi,Early,Pune→Delhi
SHP01594,2025-02-07,WH017,0,Mumbai,Kolkata,On-Time,Mumbai→Kolkata
SHP01595,2025-01-30,WH041,5,Pune,Mumbai,Delayed,Pune→Mumbai
SHP01596,2025-02-23,WH036,5,Mumbai,Delhi,Delayed,Mumbai→Delhi
SHP01597,2025-01-13,WH024,-2,Jaipur,Delhi,Early,Jaipur→Delhi
SHP01598,2025-01-24,WH035,-1,Kolkata,Kolkata,Early,Kolkata→Kolkata
SHP01599,2025-01-12,WH014,-2,Hyderabad,Mumbai,Early,Hyderabad→Mumbai
SHP01601,2025-02-04,WH012,5,Lucknow,Bangalore,Delayed,Lucknow→Bangalore
SHP01602,2025-01-07,WH046,3,Delhi,Kolkata,Delayed,Delhi→Kolkata
SHP01603,2025-02-15,WH006,3,Pune,Delhi,Delayed,Pune→Delhi
SHP01604,2025-01-29,WH005,5,Mumbai,Mumbai,Delayed,Mumbai→Mumbai
SHP01605,2025-01-16,WH019,1,Lucknow,Mumbai,Delayed,Lucknow→Mumbai
SHP01606,2025-03-02,WH014,3,Delhi,Chennai,Delayed,Delhi→Chennai
SHP01608,2025-02-15,WH040,0,Hyderabad,Bangalore,On-Time,Hyderabad→Bangalore
SHP01609,2025-02-01,WH028,-1,Kolkata,Mumbai,Early,Kolkata→Mumbai
SHP01610,2025-03-02,WH010,2,Delhi,Chennai,Delayed,Delhi→Chennai
SHP01611,2025-02-15,WH011,2,Lucknow,Kolkata,Delayed,Lucknow→Kolkata
SHP01612,2025-02-28,WH009,-2,Mumbai,Bangalore,Early,Mumbai→Bangalore
SHP01613,2025-01-31,WH008,4,Hyderabad,Bangalore,Delayed,Hyderabad→Bangalore
SHP01615,2025-01-07,WH012,-2,Kolkata,Mumbai,Early,Kolkata→Mumbai
SHP01616,2025-01-04,WH025,0,Pune,Chennai,On-Time,Pune→Chennai
SHP01617,2025-01-17,WH002,4,Delhi,Chennai,Delayed,Delhi→Chennai
SHP01618,2025-02-28,WH017,3,Jaipur,Bangalore,Delayed,Jaipur→Bangalore
SHP01619,2025-01-27,WH033,-2,Mumbai,Chennai,Early,Mumbai→Chennai
SHP01620,2025-01-02,WH021,5,Kolkata,Chennai,Delayed,Kolkata→Chennai
SHP01621,2025-02-17,WH019,5,Jaipur,Chennai,Delayed,Jaipur→Chennai
SHP01622,2025-02-15,WH012,3,Pune,Bangalore,Delayed,Pune→Bangalore
SHP01623,2025-01-26,WH039,1,Bangalore,Mumbai,Delayed,Bangalore→Mumbai
SHP01624,2025-01-10,WH008,4,Pune,Delhi,Delayed,Pune→Delhi
SHP01625,2025-01-08,WH012,-1,Hyderabad,Chennai,Early,Hyderabad→Chennai
SHP01626,2025-01-23,WH018,5,Delhi,Mumbai,Delayed,Delhi→Mumbai
SHP01627,2025-02-26,WH020,1,Chennai,Bangalore,Delayed,Chennai→Bangalore
SHP01628,2025-02-28,WH011,3,Pune,Bangalore,Delayed,Pune→Bangalore
SHP01629,2025-01-25,WH011,5,Ahmedabad,Bangalore,Delayed,Ahmedabad→Bangalore
SHP01630,2025-01-27,WH045,5,Chennai,Chennai,Delayed,Chennai→Chennai
SHP01631,2025-01-06,WH015,0,Chennai,Delhi,On-Time,Chennai→Delhi
SHP01632,2025-01-03,WH002,-1,Delhi,Kolkata,Early,Delhi→Kolkata
SHP01633,2025-02-20,WH017,3,Delhi,Bangalore,Delayed,Delhi→Bangalore
SHP01634,2025-03-02,WH012,-2,Mumbai,Chennai,Early,Mumbai→Chennai
SHP01635,2025-01-10,WH045,4,Hyderabad,Bangalore,Delayed,Hyderabad→Bangalore
SHP01636,2025-02-20,WH027,-1,Mumbai,Delhi,Early,Mumbai→Delhi
SHP01637,2025-01-30,WH012,5,Jaipur,Mumbai,Delayed,Jaipur→Mumbai
SHP01638,2025-01-20,WH045,0,Jaipur,Delhi,On-Time,Jaipur→Delhi
SHP01639,2025-01-20,WH028,5,Jaipur,Chennai,Delayed,Jaipur→Chennai
SHP01640,2025-01-25,WH044,-2,Bangalore,Mumbai,Early,Bangalore→Mumbai
SHP01642,2025-01-22,WH005,0,Lucknow,Delhi,On-Time,Lucknow→Delhi
SHP01643,2025-01-02,WH040,2,Delhi,Kolkata,Delayed,Delhi→Kolkata
SHP01644,2025-01-13,WH001,1,Lucknow,Mumbai,Delayed,Lucknow→Mumbai
SHP01645,2025-01-20,WH036,0,Kolkata,Chennai,On-Time,Kolkata→Chennai
SHP01646,2025-01-29,WH041,4,Delhi,Bangalore,Delayed,Delhi→Bangalore
SHP01647,2025-02-11,WH022,1,Delhi,Mumbai,Delayed,Delhi→Mumbai
SHP01648,2025-01-21,WH013,0,Delhi,Delhi,On-Time,Delhi→Delhi
SHP01649,2025-02-08,WH049,1,Lucknow,Chennai,Delayed,Lucknow→Chennai
SHP01650,2025-02-16,WH023,4,Delhi,Mumbai,Delayed,Delhi→Mumbai
SHP01651,2025-01-08,WH027,-2,Ahmedabad,Bangalore,Early,Ahmedabad→Bangalore
SHP01652,2025-02-18,WH025,5,Bangalore,Bangalore,Delayed,Bangalore→Bangalore
SHP01653,2025-01-02,WH039,2,Kolkata,Delhi,Delayed,Kolkata→Delhi
SHP01654,2025-02-13,WH006,3,Pune,Delhi,Delayed,Pune→Delhi
SHP01655,2025-02-05,WH013,-2,Chennai,Chennai,Early,Chennai→Chennai
SHP01656,2025-01-13,WH025,1,Ahmedabad,Mumbai,Delayed,Ahmedabad→Mumbai
SHP01657,2025-02-25,WH005,-1,Lucknow,Chennai,Early,Lucknow→Chennai
SHP01658,2025-01-21,WH041,3,Hyderabad,Kolkata,Delayed,Hyderabad→Kolkata
SHP01659,2025-01-21,WH007,0,Ahmedabad,Kolkata,On-Time,Ahmedabad→Kolkata
SHP01660,2025-01-06,WH021,3,Chennai,Kolkata,Delayed,Chennai→Kolkata
SHP01661,2025-01-29,WH006,-1,Jaipur,Chennai,Early,Jaipur→Chennai
SHP01662,2025-01-03,WH007,0,Chennai,Bangalore,On-Time,Chennai→Bangalore
SHP01663,2025-02-03,WH012,3,Hyderabad,Chennai,Delayed,Hyderabad→Chennai
SHP01664,2025-01-04,WH023,4,Ahmedabad,Bangalore,Delayed,Ahmedabad→Bangalore
SHP01666,2025-01-24,WH048,1,Pune,Chennai,Delayed,Pune→Chennai
SHP01667,2025-01-03,WH026,-1,Lucknow,Chennai,Early,Lucknow→Chennai
SHP01668,2025-01-10,WH007,3,Ahmedabad,Mumbai,Delayed,Ahmedabad→Mumbai
SHP01669,2025-01-07,WH016,5,Ahmedabad,Kolkata,Delayed,Ahmedabad→Kolkata
SHP01671,2025-02-11,WH017,1,Kolkata,Delhi,Delayed,Kolkata→Delhi
SHP01672,2025-02-24,WH024,3,Jaipur,Kolkata,Delayed,Jaipur→Kolkata
SHP01673,2025-02-15,WH038,2,Jaipur,Delhi,Delayed,Jaipur→Delhi
SHP01674,2025-01-19,WH011,3,Kolkata,Mumbai,Delayed,Kolkata→Mumbai
SHP01675,2025-02-04,WH002,4,Delhi,Kolkata,Delayed,Delhi→Kolkata
SHP01676,2025-02-28,WH043,3,Chennai,Kolkata,Delayed,Chennai→Kolkata
SHP01677,2025-02-14,WH013,3,Lucknow,Chennai,Delayed,Lucknow→Chennai
SHP01678,2025-01-01,WH036,-2,Delhi,Chennai,Early,Delhi→Chennai
SHP01679,2025-01-25,WH010,0,Hyderabad,Mumbai,On-Time,Hyderabad→Mumbai
SHP01680,2025-01-03,WH018,3,Bangalore,Delhi,Delayed,Bangalore→Delhi
SHP01681,2025-02-12,WH001,4,Ahmedabad,Kolkata,Delayed,Ahmedabad→Kolkata
SHP01682,2025-01-07,WH050,1,Pune,Chennai,Delayed,Pune→Chennai
SHP01683,2025-01-16,WH026,1,Jaipur,Delhi,Delayed,Jaipur→Delhi
SHP01684,2025-02-27,WH031,-2,Mumbai,Bangalore,Early,Mumbai→Bangalore
SHP01685,2025-02-14,WH014,2,Jaipur,Delhi,Delayed,Jaipur→Delhi
SHP01686,2025-01-25,WH048,-1,Mumbai,Kolkata,Early,Mumbai→Kolkata
SHP01687,2025-02-22,WH018,2,Hyderabad,Delhi,Delayed,Hyderabad→Delhi
SHP01688,2025-02-04,WH023,1,Mumbai,Mumbai,Delayed,Mumbai→Mumbai
SHP01689,2025-01-21,WH046,0,Delhi,Chennai,On-Time,Delhi→Chennai
SHP01690,2025-02-25,WH005,0,Hyderabad,Delhi,On-Time,Hyderabad→Delhi
SHP01692,2025-01-09,WH011,-1,Jaipur,Delhi,Early,Jaipur→Delhi
SHP01693,2025-01-10,WH001,0,Delhi,Chennai,On-Time,Delhi→Chennai
SHP01695,2025-02-07,WH026,3,Mumbai,Mumbai,Delayed,Mumbai→Mumbai
SHP01696,2025-02-19,WH041,4,Chennai,Mumbai,Delayed,Chennai→Mumbai
SHP01697,2025-02-21,WH014,3,Ahmedabad,Delhi,Delayed,Ahmedabad→Delhi
SHP01698,2025-02-17,WH044,4,Pune,Kolkata,Delayed,Pune→Kolkata
SHP01699,2025-01-28,WH036,5,Bangalore,Bangalore,Delayed,Bangalore→Bangalore
SHP01700,2025-02-02,WH007,-2,Kolkata,Bangalore,Early,Kolkata→Bangalore
SHP01701,2025-02-20,WH041,5,Bangalore,Delhi,Delayed,Bangalore→Delhi
SHP01702,2025-01-28,WH001,0,Kolkata,Kolkata,On-Time,Kolkata→Kolkata
SHP01703,2025-01-24,WH003,4,Jaipur,Mumbai,Delayed,Jaipur→Mumbai
SHP01704,2025-01-26,WH007,5,Pune,Kolkata,Delayed,Pune→Kolkata
SHP01705,2025-02-04,WH021,0,Chennai,Chennai,On-Time,Chennai→Chennai
SHP01707,2025-02-21,WH011,1,Mumbai,Mumbai,Delayed,Mumbai→Mumbai
SHP01708,2025-01-24,WH027,-2,Pune,Mumbai,Early,Pune→Mumbai
SHP01709,2025-02-10,WH021,2,Chennai,Bangalore,Delayed,Chennai→Bangalore
SHP01711,2025-01-22,WH028,2,Pune,Bangalore,Delayed,Pune→Bangalore
SHP01712,2025-01-03,WH021,1,Mumbai,Chennai,Delayed,Mumbai→Chennai
SHP01713,2025-01-15,WH019,-2,Pune,Delhi,Early,Pune→Delhi
SHP01714,2025-01-16,WH011,1,Delhi,Bangalore,Delayed,Delhi→Bangalore
SHP01715,2025-02-26,WH019,2,Delhi,Chennai,Delayed,Delhi→Chennai
SHP01716,2025-01-14,WH040,-2,Bangalore,Bangalore,Early,Bangalore→Bangalore
SHP01717,2025-02-12,WH028,4,Hyderabad,Delhi,Delayed,Hyderabad→Delhi
SHP01718,2025-01-08,WH026,4,Ahmedabad,Bangalore,Delayed,Ahmedabad→Bangalore
SHP01719,2025-01-26,WH024,4,Delhi,Chennai,Delayed,Delhi→Chennai
SHP01720,2025-01-29,WH022,-2,Ahmedabad,Chennai,Early,Ahmedabad→Chennai
SHP01721,2025-01-25,WH033,-1,Ahmedabad,Delhi,Early,Ahmedabad→Delhi
SHP01722,2025-01-31,WH036,-2,Lucknow,Chennai,Early,Lucknow→Chennai
SHP01723,2025-02-03,WH020,4,Bangalore,Bangalore,Delayed,Bangalore→Bangalore
SHP01724,2025-02-17,WH043,4,Mumbai,Kolkata,Delayed,Mumbai→Kolkata
SHP01726,2025-02-07,WH035,1,Hyderabad,Delhi,Delayed,Hyderabad→Delhi
SHP01727,2025-01-30,WH035,-2,Chennai,Mumbai,Early,Chennai→Mumbai
SHP01728,2025-02-17,WH010,1,Delhi,Kolkata,Delayed,Delhi→Kolkata
SHP01729,2025-02-09,WH030,0,Jaipur,Delhi,On-Time,Jaipur→Delhi
SHP01730,2025-01-12,WH038,2,Lucknow,Delhi,Delayed,Lucknow→Delhi
SHP01731,2025-02-14,WH013,5,Jaipur,Mumbai,Delayed,Jaipur→Mumbai
SHP01733,2025-02-11,WH046,-2,Mumbai,Kolkata,Early,Mumbai→Kolkata
SHP01734,2025-02-05,WH017,3,Hyderabad,Chennai,Delayed,Hyderabad→Chennai
SHP01735,2025-01-19,WH035,-1,Chennai,Bangalore,Early,Chennai→Bangalore
SHP01736,2025-02-14,WH046,-1,Hyderabad,Chennai,Early,Hyderabad→Chennai
SHP01737,2025-01-13,WH050,3,Mumbai,Chennai,Delayed,Mumbai→Chennai
SHP01738,2025-02-09,WH031,2,Bangalore,Mumbai,Delayed,Bangalore→Mumbai
SHP01739,2025-02-21,WH046,4,Chennai,Chennai,Delayed,Chennai→Chennai
SHP01740,2025-02-23,WH021,-1,Kolkata,Mumbai,Early,Kolkata→Mumbai
SHP01741,2025-01-09,WH049,5,Lucknow,Mumbai,Delayed,Lucknow→Mumbai
SHP01742,2025-01-31,WH047,-2,Ahmedabad,Mumbai,Early,Ahmedabad→Mumbai
SHP01743,2025-02-26,WH025,3,Mumbai,Delhi,Delayed,Mumbai→Delhi
SHP01744,2025-02-10,WH029,2,Mumbai,Mumbai,Delayed,Mumbai→Mumbai
SHP01745,2025-01-19,WH036,0,Ahmedabad,Delhi,On-Time,Ahmedabad→Delhi
SHP01747,2025-02-25,WH008,3,Jaipur,Bangalore,Delayed,Jaipur→Bangalore
SHP01748,2025-01-16,WH046,2,Bangalore,Bangalore,Delayed,Bangalore→Bangalore
SHP01749,2025-01-09,WH039,2,Jaipur,Delhi,Delayed,Jaipur→Delhi
SHP01750,2025-01-23,WH026,5,Lucknow,Chennai,Delayed,Lucknow→Chennai
SHP01751,2025-02-13,WH001,0,Chennai,Delhi,On-Time,Chennai→Delhi
SHP01753,2025-02-04,WH017,1,Hyderabad,Kolkata,Delayed,Hyderabad→Kolkata
SHP01754,2025-01-29,WH025,-1,Kolkata,Chennai,Early,Kolkata→Chennai
SHP01755,2025-02-22,WH002,5,Bangalore,Kolkata,Delayed,Bangalore→Kolkata
SHP01756,2025-01-06,WH031,-2,Lucknow,Mumbai,Early,Lucknow→Mumbai
SHP01757,2025-01-23,WH028,1,Pune,Mumbai,Delayed,Pune→Mumbai
SHP01758,2025-02-14,WH011,1,Chennai,Bangalore,Delayed,Chennai→Bangalore
SHP01759,2025-01-25,WH019,-2,Lucknow,Chennai,Early,Lucknow→Chennai
SHP01761,2025-01-12,WH020,0,Delhi,Kolkata,On-Time,Delhi→Kolkata
SHP01764,2025-02-22,WH014,-2,Pune,Kolkata,Early,Pune→Kolkata
SHP01765,2025-02-05,WH047,1,Mumbai,Mumbai,Delayed,Mumbai→Mumbai
SHP01766,2025-02-11,WH025,3,Jaipur,Bangalore,Delayed,Jaipur→Bangalore
SHP01767,2025-02-06,WH046,5,Jaipur,Chennai,Delayed,Jaipur→Chennai
SHP01768,2025-01-07,WH042,1,Jaipur,Chennai,Delayed,Jaipur→Chennai
SHP01769,2025-01-14,WH020,1,Jaipur,Delhi,Delayed,Jaipur→Delhi
SHP01771,2025-01-31,WH036,2,Bangalore,Bangalore,Delayed,Bangalore→Bangalore
SHP01772,2025-01-10,WH036,1,Kolkata,Delhi,Delayed,Kolkata→Delhi
SHP01773,2025-03-02,WH039,1,Ahmedabad,Chennai,Delayed,Ahmedabad→Chennai
SHP01774,2025-03-02,WH035,5,Bangalore,Mumbai,Delayed,Bangalore→Mumbai
SHP01775,2025-01-12,WH050,5,Kolkata,Chennai,Delayed,Kolkata→Chennai
SHP01776,2025-01-08,WH048,3,Pune,Bangalore,Delayed,Pune→Bangalore
SHP01777,2025-01-30,WH042,4,Hyderabad,Kolkata,Delayed,Hyderabad→Kolkata
SHP01778,2025-02-11,WH017,1,Bangalore,Delhi,Delayed,Bangalore→Delhi
SHP01779,2025-01-31,WH013,3,Pune,Bangalore,Delayed,Pune→Bangalore
SHP01780,2025-03-02,WH048,2,Mumbai,Kolkata,Delayed,Mumbai→Kolkata
SHP01781,2025-01-07,WH036,2,Pune,Mumbai,Delayed,Pune→Mumbai
SHP01782,2025-02-17,WH002,4,Chennai,Delhi,Delayed,Chennai→Delhi
SHP01783,2025-02-20,WH030,5,Mumbai,Delhi,Delayed,Mumbai→Delhi
SHP01784,2025-02-06,WH002,-1,Lucknow,Kolkata,Early,Lucknow→Kolkata
SHP01785,2025-01-18,WH048,3,Pune,Chennai,Delayed,Pune→Chennai
SHP01786,2025-02-21,WH022,2,Delhi,Bangalore,Delayed,Delhi→Bangalore
SHP01787,2025-01-30,WH039,2,Bangalore,Chennai,Delayed,Bangalore→Chennai
SHP01788,2025-01-28,WH048,5,Pune,Delhi,Delayed,Pune→Delhi
SHP01789,2025-01-29,WH023,4,Jaipur,Delhi,Delayed,Jaipur→Delhi
SHP01790,2025-02-16,WH008,3,Pune,Kolkata,Delayed,Pune→Kolkata
SHP01791,2025-03-01,WH020,3,Delhi,Chennai,Delayed,Delhi→Chennai
SHP01792,2025-01-29,WH026,-1,Ahmedabad,Delhi,Early,Ahmedabad→Delhi
SHP01794,2025-01-31,WH037,0,Delhi,Kolkata,On-Time,Delhi→Kolkata
SHP01795,2025-02-27,WH019,-2,Delhi,Chennai,Early,Delhi→Chennai
SHP01796,2025-01-18,WH020,-1,Mumbai,Kolkata,Early,Mumbai→Kolkata
SHP01797,2025-02-23,WH007,4,Ahmedabad,Delhi,Delayed,Ahmedabad→Delhi
SHP01799,2025-01-17,WH027,5,Hyderabad,Delhi,Delayed,Hyderabad→Delhi
SHP01800,2025-02-20,WH039,5,Chennai,Chennai,Delayed,Chennai→Chennai
SHP01802,2025-02-15,WH024,1,Chennai,Delhi,Delayed,Chennai→Delhi
SHP01803,2025-01-31,WH050,5,Bangalore,Delhi,Delayed,Bangalore→Delhi
SHP01805,2025-02-06,WH033,-2,Hyderabad,Delhi,Early,Hyderabad→Delhi
SHP01806,2025-02-18,WH038,-1,Jaipur,Chennai,Early,Jaipur→Chennai
SHP01807,2025-02-13,WH039,5,Kolkata,Kolkata,Delayed,Kolkata→Kolkata
SHP01808,2025-02-06,WH007,2,Jaipur,Delhi,Delayed,Jaipur→Delhi
SHP01809,2025-02-25,WH042,-2,Ahmedabad,Bangalore,Early,Ahmedabad→Bangalore
SHP01810,2025-01-19,WH034,0,Hyderabad,Bangalore,On-Time,Hyderabad→Bangalore
SHP01811,2025-02-03,WH018,3,Bangalore,Kolkata,Delayed,Bangalore→Kolkata
SHP01812,2025-01-16,WH048,-1,Chennai,Delhi,Early,Chennai→Delhi
SHP01813,2025-01-13,WH001,5,Hyderabad,Kolkata,Delayed,Hyderabad→Kolkata
SHP01815,2025-01-29,WH009,1,Bangalore,Delhi,Delayed,Bangalore→Delhi
SHP01816,2025-02-25,WH039,0,Pune,Chennai,On-Time,Pune→Chennai
SHP01818,2025-01-09,WH045,-2,Mumbai,Delhi,Early,Mumbai→Delhi
SHP01819,2025-01-07,WH018,2,Pune,Chennai,Delayed,Pune→Chennai
SHP01821,2025-01-19,WH039,-2,Kolkata,Bangalore,Early,Kolkata→Bangalore
SHP01822,2025-02-18,WH029,-1,Ahmedabad,Chennai,Early,Ahmedabad→Chennai
SHP01823,2025-02-22,WH004,1,Kolkata,Kolkata,Delayed,Kolkata→Kolkata
SHP01824,2025-02-01,WH013,0,Pune,Kolkata,On-Time,Pune→Kolkata
SHP01825,2025-02-02,WH019,-2,Delhi,Delhi,Early,Delhi→Delhi
SHP01826,2025-02-04,WH047,-2,Ahmedabad,Delhi,Early,Ahmedabad→Delhi
SHP01827,2025-01-21,WH005,0,Ahmedabad,Delhi,On-Time,Ahmedabad→Delhi
SHP01828,2025-01-04,WH010,5,Pune,Delhi,Delayed,Pune→Delhi
SHP01829,2025-01-23,WH023,3,Jaipur,Mumbai,Delayed,Jaipur→Mumbai
SHP01832,2025-01-18,WH016,-2,Kolkata,Chennai,Early,Kolkata→Chennai
SHP01833,2025-02-17,WH032,3,Mumbai,Kolkata,Delayed,Mumbai→Kolkata
SHP01834,2025-02-22,WH015,-1,Kolkata,Delhi,Early,Kolkata→Delhi
SHP01835,2025-01-03,WH018,-1,Lucknow,Bangalore,Early,Lucknow→Bangalore
SHP01836,2025-01-22,WH048,2,Delhi,Mumbai,Delayed,Delhi→Mumbai
SHP01837,2025-01-26,WH040,3,Jaipur,Kolkata,Delayed,Jaipur→Kolkata
SHP01838,2025-02-26,WH038,3,Hyderabad,Delhi,Delayed,Hyderabad→Delhi
